brand,model,type,exteriorColor,warehouse,sourceId,sourceName,currentStock,minStock,maxStock,soldLast90Days,soldLast30Days,averageMonthlySales,leadTimeDays,leadTimeDemand,suggestedOrderQuantity,reorderPoint,targetCoverageMonths,urgency,reason
"JAC","JAC E30X EV 405 KM Luxury PRO - 2026 EU","JAC_E30X_EV_EU","Grey","Irbid -Vehicles- Irbid Showroom Bonded","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC J7 Gasoline Luxury - 2026 GCC","JAC_J7_ICE_GCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","ROX 01 VIP 6-Seats REV - 2025 GCC","ROX_01_REV_GCC","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ40 PRO BJ2030V412M Gasoline LV2 - 2026 GCC","BAIC_BJ40 _ICE_GCC","Red","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ40 PRO BJ2030V412M Gasoline LV2 - 2026 GCC","BAIC_BJ40 _ICE_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD SEAL 05 EV - 2025 CCC","MB_BYD_EV_CCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","SILVER","","laithCars","الليث لتجارة السيارات","0","1","10","52","3","17.33","30","17.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","BLUE","","laithCars","الليث لتجارة السيارات","0","1","10","39","2","13","30","13","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","369","94","123","30","123","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD SEAL 05 EV - 2025 CCC","MB_BYD_EV_CCC","","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD SEAL 05 EV - 2025 CCC","MB_BYD_EV_CCC","Pearly White","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","Metallic Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-06 VIGO EV 480 KM - E3 2026 GCC","DFM_Nammi 06_EV_GCC","SILVER","","laithCars","الليث لتجارة السيارات","0","1","10","32","10","10.67","30","10.67","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-06 VIGO EV 480 KM - E3 2026 GCC","DFM_Nammi 06_EV_GCC","Yellow","","laithCars","الليث لتجارة السيارات","0","1","10","6","3","2","30","2","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-06 VIGO EV 480 KM - E3 2026 GCC","DFM_Nammi 06_EV_GCC","Green","","laithCars","الليث لتجارة السيارات","0","1","10","14","4","4.67","30","4.67","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-06 VIGO EV 480 KM - E3 2026 GCC","DFM_Nammi 06_EV_GCC","ORANGE","","laithCars","الليث لتجارة السيارات","0","1","10","9","7","3","30","3","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-06 VIGO EV 480 KM - E3 2026 GCC","DFM_Nammi 06_EV_GCC","White","","laithCars","الليث لتجارة السيارات","0","1","10","5","3","1.67","30","1.67","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD QIN Plus EV - 2025 CCC","MB_BYD_EV_CCC","Metallic Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","33","13","11","30","11","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD QIN Plus EV - 2025 CCC","MB_BYD_EV_CCC","","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng MHERO II Plug-in Hybrid - E1+α 2026 GCC","DFM_M-Hero II_PHEV_GCC","White","Free Zone -Vehicles- Inspection and Costing","laithCars","الليث لتجارة السيارات","0","1","10","2","0","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng MHERO I REV - 2 motors 2026 GCC","DFM_M-Hero I_REV_GCC","GREY","Free Zone -Vehicles- Inspection and Costing","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng MHERO I REV - 2025 GCC","DFM_M-Hero I_REV_GCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC J7 Gasoline Luxury - 2026 GCC","JAC_J7_ICE_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","Matte Grey","","laithCars","الليث لتجارة السيارات","0","1","10","22","8","7.33","30","7.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","Green","Free Zone -Vehicles- Inspection and Costing","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","GREY","","laithCars","الليث لتجارة السيارات","0","1","10","10","3","3.33","30","3.33","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","White","Free Zone -Vehicles- Inspection and Costing","laithCars","الليث لتجارة السيارات","0","1","10","2","1","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - Forthing S7 EV- 2025","Used_Forthing_All","","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage Plug-in Hybrid - E1 2026 GCC","DFM_Mage_PHEV_GCC","BLUE","","laithCars","الليث لتجارة السيارات","0","1","10","8","8","2.67","30","2.67","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Huge Gasoline - E1 2026 GCC","DFM_Huge_ICE_GCC","BLACK+GREY","","laithCars","الليث لتجارة السيارات","0","1","10","2","2","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Huge Gasoline - E2 2026 GCC","DFM_Huge_ICE_GCC","White","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive - 2026 GCC","FOR_S7_REV_GCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC E30X EV 405 KM Luxury PRO - 2026 EU","JAC_E30X_EV_EU","","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 500 KM Standard - 2026 GCC","FOR_T5_EV_GCC","BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 630 KM - 2023 CCC","FOR_T5_EV_CCC","","Amman-Spare Parts-Main","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage Plug-in Hybrid - E1 2026 GCC","DFM_Mage_PHEV_GCC","","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 330 KM - E2 2025 EU","DFM_BOX_EV_EU","","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Luxury - 2026 GCC","FOR_T5_REV_GCC","","Amman-Spare Parts-Main","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - Toyota RAV 4 - 2020","Used_Multi Brands_All","","Amman -Vehicles- Ground Floor Showroom Custom","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC N-Series Narrow Cabin Diesel - 2023 CCC","JAC_N-Series_Diesel_CCC","White","","baraka","البركة","1","1","10","2","0","0.67","30","0.67","9","2","3","critical","Current stock is below minimum stock."
"JAC","JAC N-Series Double Cabin Diesel - 2023 CCC","JAC_N-Series_Diesel_CCC","White","Freezone Warehouse","baraka","البركة","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"MB","GMC Yukon Elevation 2WD - 2025","Items","","Freezone Warehouse","baraka","البركة","1","1","10","1","1","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","","","baraka","البركة","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2025 EU","FOR_S7_EV_EU","Blue","","dania","دانية الضلال","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"JAC","JAC J7 Gasoline Luxury - 2026 GCC","JAC_J7_ICE_GCC","White","","dania","دانية الضلال","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Luxury - 2026 GCC","FOR_S7_REV_GCC","Purple","","dania","دانية الضلال","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive - 2026 GCC","FOR_S7_REV_GCC","Purple","","dania","دانية الضلال","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Exclusive - 2026 GCC","FOR_S7_EV_GCC","Purple","Freezone Warehouse","dania","دانية الضلال","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Exclusive - 2026 GCC","FOR_S7_EV_GCC","Red","Freezone Warehouse","dania","دانية الضلال","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Hybrid Exclusive - 2026 GCC","FOR_T5_HEV_GCC","Black","Freezone Warehouse","dania","دانية الضلال","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 6seat VIP","ROX_01","Gray","","laith","الليث اللامع","1","1","10","12","6","4","30","4","9","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 7seat","ROX_01","Gray","","laith","الليث اللامع","1","1","10","7","2","2.33","30","2.33","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS3 1.6L CVT flagship","JAC_JS3","Red","AL-NASEEM SHOWROOM","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS3 1.6L CVT flagship","JAC_JS3","Silver","Warehouse - AL-Bassami - AL-Janadrih","laith","الليث اللامع","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Dual Tone  Intelligent","JAC_J7","Red","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Dual Tone  Intelligent","JAC_J7","Gray","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT One-tone  Intelligent","JAC_JS4","Gray","","laith","الليث اللامع","1","1","10","2","0","0.67","30","0.67","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Dual Tone  Intelligent","JAC_JS4","Blue","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT Luxury","JAC_JS6","Black","","laith","الليث اللامع","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT Flagship","JAC_JS6","Black","","laith","الليث اللامع","1","1","10","2","2","0.67","30","0.67","9","2","3","critical","Current stock is below minimum stock."
"JAC","JAC E30X-EV- Comfort","Items","Black","JEDDAH - MADINH STREET","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","JAC E30X-EV- Comfort","Items","Gray","Warehouse - Khrais","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"JAC","JAC E30X-EV- Flagship","JAC E30x","Green","Warehouse - Khrais","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"ROX","ROX ADAMAS 7seat","ROX_ADAMAS","Black","","laith","الليث اللامع","1","1","10","12","6","4","30","4","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Luxury","FOR_S7_REV_GCC","purple","","laith","الليث اللامع","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","Red","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Luxury","FOR_T5_REV_GCC","Green","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Luxury","FOR_T5_REV_GCC","White","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Exclusive - 2026 GCC","FOR_T5_REV_GCC","Dark Gray","","laith","الليث اللامع","1","1","10","3","2","1","30","1","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Luxury","FOR_S7_REV_GCC","Red","","laith","الليث اللامع","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - Fengon Glory IX7 Gasoline - 2024 CCC","Used_Multi Brands_All","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - Forthing M4 U-Tour Luxury - 2023 CCC","Used_Forthing_All","Green","Brokers Amman Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - BYD Yuan Plus EV - 2022 CCC","Used_Multi Brands_All","Grey","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"UV","Used Behicles - BYD Song L E1 EV - 2024 CCC","Used_Multi Brands_All","Black","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Gasoline - E1 2023 CCC","DFM_A30_ICE_CCC","Pearly White","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng AX7 Gasoline - E1 2022 CCC","DFM_AX7_ICE_CCC","Black","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M5 11 Seats EV 460 KM Luxury - 2026 CCC","FOR_M5_EV_CCC","Black","Free Zone -Vehicles- Main Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M5 11 Seats EV 460 KM Luxury - 2026 CCC","FOR_M5_EV_CCC","Yellow","Free Zone -Vehicles- hyundai Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S60 EV 410 KM Luxury - 2023 CCC","FOR_S60_EV_CCC","Black","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 EVO Gasoline Exclusive - 2025 CCC","FOR_T5_ICE_CCC","Silver","Amman -Vehicles-  Saifo Showroom Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nano Box EX1 EV 330 KM - 2024 CCC","DFM_Nano Box_EV_CCC","White","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng E70 EV 400 KM - 2024 CCC","DFM_E70_EV_CCC","LIGHT GREY","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A60 Max Hybrid - 2023 CCC","DFM_A60_HEV_CCC","Pearly White","Brokers Amman Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng D60 Qichen EV 405 KM - Comfort 2022 CCC","DFM_D60_EV_CCC","White","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Venucia Star Mild Hybrid - E4 2022 CCC","DFM_Venucia Star_MHEV_CCC","Blue","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Voyah Free REV - E1 2024 CCC","DFM_Voyah Free_REV_CCC","Green","","laithCars","الليث لتجارة السيارات","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Rich 6 SUV EV 320 KM 2022 CCC","DFM_RICH 6_EV_CCC","Black","Free Zone -Vehicles- Main Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M4 U-Tour Gasoline Luxury - 2023 CCC","FOR_M4_ICE_CCC","Green","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Hybrid Exclusive - 2024 CCC","FOR_T5_HEV_CCC","Dark Grey","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Hybrid Exclusive - 2024 CCC","FOR_T5_HEV_CCC","Champagne","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Huge Hybrid - E2 2024 CCC","DFM_Huge_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Huge Hybrid - E2 2024 CCC","DFM_Huge_HEV_CCC","White","Amman -Vehicles-  Saifo Showroom Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 630 KM - 2024 CCC","FOR_T5_EV_CCC","White","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing L2 Deck Cargo Truck EV - 2023 CCC","FOR_L2_EV_CCC","White","Free Zone -Vehicles- Main","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing L2 Refrigerator Truck EV - 2023 CCC","FOR_L2_EV_CCC","White","Free Zone -Vehicles- Main","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing L2 Box Truck EV - 2023 CCC","FOR_L2_EV_CCC","White","Free Zone -Vehicles- Main","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng MHERO I EV 505 KM - 2025 EU","DFM_M-Hero I_EV_EU","Black","","laithCars","الليث لتجارة السيارات","1","1","10","1","1","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-01 EV 430 KM - Plus 2024 CCC","DFM_Nammi 01_EV_CCC","YELLOW WHITE ROOF","Free Zone -Vehicles- Main Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-01 EV 430 KM - Plus Full 2024 CCC","DFM_Nammi 01_EV_CCC","BLUE WHITE ROOF","Free Zone -Vehicles- Main","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nammi-01 EV 430 KM - Plus 2024 CCC","DFM_Nammi 01_EV_CCC","BLUE WHITE ROOF","Free Zone -Vehicles- hyundai Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage Gasoline - E1 2025 GCC","DFM_Mage_ICE_GCC","White","Irbid -Vehicles- Irbid Showroom Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage HEV - E1 2026 CCC","DFM_Mage_HEV_CCC","OLIVE GREEN","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M6 V9 Hybrid Exclusive - 2026 CCC","FOR_M6_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota Camry Hybrid Sport Plus - 2024 CCC","MB_Toyota_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota Camry Hybrid Prestige - 2024 CCC","MB_Toyota_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota Highlander Hybrid Intelligent - 2024 CCC","MB_Toyota_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota Highlander Hybrid Luxury - 2024 CCC","MB_Toyota_HEV_CCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota Corolla Cross Hybrid Elite - 2025 CCC","MB_Toyota_HEV_CCC","White","","laithCars","الليث لتجارة السيارات","1","1","10","3","1","1","30","1","9","2","3","critical","Current stock is below minimum stock."
"MB","Toyota RAV 4 Hybrid Elite Plus - 2024 CCC","MB_Toyota_HEV_CCC","Black","Free Zone -Vehicles- Main Showroom","laithCars","الليث لتجارة السيارات","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"MB","Dayun Yuehu Tiger EV 330 KM VIP - 2022 CCC","MB_Dayun_EV_CCC","Green","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"MB","Dayun Yuehu Tiger EV 330 KM - 2023 CCC","MB_Dayun_EV_CCC","Green","","laithCars","الليث لتجارة السيارات","1","1","10","1","0","0.33","30","0.33","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Gasoline - E1 2026 GCC","DFM_A30_ICE_GCC","Black","","laithCars","الليث لتجارة السيارات","1","1","10","53","9","17.67","30","17.67","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Max Gasoline - E1 2025 GCC","DFM_A30_ICE_GCC","Blue","Amman -Vehicles- Khalda Bonded","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng AX7 Gasoline - E2 2025 GCC","DFM_AX7_ICE_GCC","Black","Free Zone -Vehicles- hyundai Showroom","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2025 EU","FOR_S7_EV_EU","White","Amman -Vehicles- Khalda Bonded","laithCars","الليث لتجارة السيارات","1","1","10","0","0","0","30","0","9","2","3","critical","Current stock is below minimum stock."
